token_id,token_str,text_only_count,image_count
775,Ġlong,7187,2520
877,Ġtake,7163,65
885,Ġused,7115,169
745,Ġgirl,7062,10132
894,Ġbeing,7002,1497
915,Ġplaying,6727,1546
916,'ve,6705,1
621,Ġoff,6704,1392
918,Ġsomething,6693,875
887,Ġgot,6692,30
907,ĠBut,6648,13
756,Ġday,6600,96
762,Ġnew,6568,81
933,Ġsuch,6478,18
855,Ġeven,6463,12
934,Ġcome,6392,6
943,Ġaround,6376,542
940,Ġstill,6340,89
944,Ġplace,6339,123
825,Ġperson,6309,8559
746,Ġwant,6288,6
951,Ġdidn,6268,6
547,Ġus,6206,2939
958,Ġwearing,6184,8055
862,Ġmay,6175,15
959,Ġthings,6169,237
963,Ġthese,6148,55
892,Ġlot,6122,700
966,Ġwent,6068,3
928,Ġwater,6067,3189
889,Ġgreat,6056,15
971,Ġcame,6021,11
758,Ġsay,6005,21
976,Ġaway,5993,1587
978,Ġchildren,5977,4775
984,'ll,5956,4
989,Ġthree,5940,2599
843,Ġdog,5932,5358
939,Ġhome,5913,201
1003,Ġcity,5793,567
969,Ġyear,5787,7
1006,Ġoutside,5773,586
1010,Ġsame,5727,262
982,Ġmust,5693,17
1019,Ġsitting,5631,6461
942,Ġthought,5620,6
1031,Ġthose,5586,48
905,Ġfound,5565,6
792,Ġdoes,5542,63
680,Ġam,5536,28
1032,Ġwhite,5527,32427
932,Ġsmall,5517,4124
267,Ġs,5417,197
1058,Ġalways,5317,1
937,Ġgroup,5294,13677
1065,Ġanother,5228,3926
1027,Ġblack,5221,27089
1068,'d,5194,4
1026,Ġlast,5180,309
1072,Ġlife,5134,302
922,Ġown,5102,59
1083,Ġanything,5092,27
682,Ġpart,5033,1037
1016,Ġuse,5005,42
774,Ġunder,4937,1915
820,Ġneed,4917,8
1080,Ġmight,4885,6
999,Ġput,4768,33
1122,Ġcalled,4765,23
722,Ġchild,4747,2896
1056,).,4707,7
1074,Ġum,4704,229
742,Ġlook,4692,217
1004,Ġfind,4685,1
1131,Ġthing,4684,735
834,ĠMr,4674,20
1129,ĠThat,4672,13
1136,Ġwomen,4670,5309
1038,Ġhouse,4612,298
1151,Ġbetween,4571,1684
1159,Ġknown,4543,0
1153,Ġeach,4524,433
1161,ĠIf,4506,1
1165,Ġmoney,4500,97
1167,Ġnext,4495,5454
1169,Ġinformation,4494,23
991,ĠNew,4421,73
1179,Ġleft,4416,5577
87,s,4415,1534
1111,ĠNo,4405,34
783,Ġevery,4402,7
819,Ġagain,4399,22
1071,ĠAnd,4398,9
925,Ġhelp,4394,48
1188,Ġstanding,4393,5772
1185,Ġname,4368,151
1164,Ġbest,4364,16
1194,ĠAmerican,4352,367
1144,Ġfew,4351,686
396,th,4344,115
1150,Ġlarge,4324,5346
986,Ġnear,4322,2933
1208,Ġtook,4277,2
1210,Ġduring,4259,45
1222,Ġboth,4205,459
376,and,4197,88
1217,Ġblue,4186,22902
1097,Ġmean,4180,19
1135,Ġred,4172,19769
1232,ĠPeople,4159,3661
1143,"),",4146,2
1233,Ġuntil,4144,1
1236,Ġbetter,4120,22
1245,Ġasked,4077,0
1190,Ġstate,4072,8
1244,Ġnothing,4072,77
1002,Ġhead,4064,4929
1228,"!""",4064,1
1069,Ġkind,4044,121
1248,Ġ_,4039,2
1116,Ġtown,4024,34
793,Ġhand,4017,5514
1215,Ġdifferent,4007,774
1257,Ġlooking,4005,3360
1267,Ġagainst,3968,362
1275,Ġdone,3953,10
1279,Ġarea,3929,617
1282,Ġwon,3914,5
1268,Ġever,3913,2
1289,Ġthough,3871,9
1177,Ġroom,3836,697
1127,Ġstreet,3833,2663
1297,Ġgive,3823,7
1300,Ġwithout,3812,872
1301,Ġface,3798,3204
1195,Ġshirt,3792,28846
1110,Ġtell,3784,6
1102,Ġhigh,3760,528
1250,Ġworld,3742,19
1309,ĠUnited,3742,19
1314,Ġlooked,3721,6
1299,Ġgovernment,3704,1
1322,Ġwalking,3683,1151
1329,Ġonce,3648,4
1162,Ġbig,3625,2057
832,ĠAn,3609,3716
1337,Ġtold,3608,0
1313,Ġfront,3586,3836
872,ĠAs,3574,12
1347,Ġenough,3572,5
1303,Ġalong,3562,191
1148,Ġside,3561,4276
1298,Ġsure,3559,8
1293,Ġmother,3551,344
1352,Ġseen,3547,537
1356,Ġupon,3538,57
1345,Ġsaw,3529,62
1182,Ġschool,3508,352
1365,ĠWhen,3497,0
1366,Ġhimself,3497,46
1368,ĠMrs,3468,3
1369,Ġdoing,3467,238
1357,Ġsince,3453,1
1320,Ġcountry,3447,60
1349,ĠHis,3412,8
1021,Ġend,3404,891
1367,""".",3399,6
261,Ġt,3397,2225
1256,Ġnight,3397,91
1384,Ġfamily,3393,841
1030,Ġcare,3382,23
1396,ĠStates,3352,9
1400,Ġdoesn,3327,44
1401,ĠWhat,3326,14
1121,Ġfar,3322,929
1407,Ġquite,3303,8
1288,Ġfour,3285,1257
1224,ĠSome,3261,698
1417,Ġnumber,3260,1996
798,Ġcar,3259,3712
1426,Ġeyes,3237,739
1037,Ġlet,3233,13
1433,Ġtogether,3232,150
582,Ġplay,3230,195
1437,Ġcase,3218,403
1149,Ġhard,3196,636
398,Ġ1,3176,656
912,Ġshow,3157,90
395,Ġde,3156,20
1456,Ġhaving,3115,151
1310,Ġpublic,3109,139
1457,Ġboys,3108,1866
1460,Ġknew,3100,0
1015,Ġset,3086,376
1214,ĠAt,3076,23
1155,Ġair,3057,678
1468,Ġbuilding,3048,1685
1263,Ġkeep,3045,9
1446,Ġfather,3038,123
1474,Ġcourse,3034,58
1476,ĠOne,3031,522
1321,Ġless,3029,190
1484,Ġholding,3011,6142
1486,Ġable,3009,7
1490,Ġrunning,3005,493
1193,Ġsystem,2991,39
1494,Ġoh,2983,12
1501,Ġheard,2974,8
1295,ĠFor,2969,1
55,S,2963,194
1509,Ġdied,2955,1
1502,Ġimportant,2952,5
1516,Ġworking,2929,135
1157,ĠOn,2923,14
1064,Ġprogram,2862,7
1552,Ġgirls,2859,2248
1531,Ġgame,2858,793
1557,Ġmaking,2837,133
1562,Ġdays,2835,0
1563,Ġ$,2834,12
1569,Ġfive,2828,483
1574,Ġkids,2815,1048
1578,Ġbecame,2809,0
1451,ĠMy,2804,5
1586,Ġgetting,2787,396
585,ĠU,2777,184
1564,Ġlegal,2777,1
1591,Ġseveral,2771,1877
1592,Ġalmost,2762,325
1596,Ġtimes,2753,6
1390,ĠAll,2751,77
1600,Ġbelieve,2748,3
1603,Ġmovie,2740,29
484,Ġ2,2737,1594
1191,Ġreal,2736,81
1371,ĠJohn,2720,14
1580,Ġhalf,2712,2007
1616,Ġpretty,2711,67
1611,Ġoften,2704,0
1402,Ġopen,2695,1128
1070,Ġcost,2684,7
1628,Ġyet,2677,22
1625,Ġgave,2676,0
1629,Ġtalking,2676,335
1632,Ġbegan,2664,0
1439,The,2647,1
1550,Ġlive,2645,20
1372,Ġteam,2636,1495
1482,Ġbad,2636,57
1211,Ġfeel,2627,1
1198,Ġbook,2615,1104
1645,Ġlater,2613,3
1534,Ġrule,2597,0
1643,Ġfull,2586,1501
1664,huh,2584,0
1386,Ġtop,2580,3734
1661,ĠThen,2577,1
1610,Ġfood,2570,3146
1673,Ġbehind,2564,5836
1679,Ġwhy,2546,4
1665,""",",2541,0
1648,Ġborn,2527,4
1512,000,2523,3
902,Ġrun,2519,41
1449,Ġbusiness,2517,203
1692,Ġwanted,2517,1
1570,Ġhands,2513,3397
1568,Ġdoor,2496,824
1709,Ġbuilt,2488,31
1621,Ġguess,2487,12
1725,Ġheld,2466,640
1567,Ġsecond,2464,415
1731,Ġstarted,2454,0
1737,Ġtaken,2444,81
1741,Ġgiven,2438,5
1744,ĠThree,2433,4418
1714,Ġstory,2429,28
1749,Ġothers,2417,2502
1750,Ġacross,2415,228
1280,Ġpoint,2414,61
1535,Ġmusic,2409,181
1753,Ġleast,2409,189
1168,Ġpay,2408,43
1768,Ġrather,2393,13
1745,Ġchange,2392,9
1771,Ġturned,2389,414
1779,Ġseemed,2384,0
1764,Ġwhole,2383,481
1602,Ġground,2372,814
1787,Ġtaking,2370,349
1548,Ġroad,2369,1056
1395,ĠMiss,2365,0
1712,Ġgreen,2361,10610
1797,Ġcentury,2356,4
962,Ġ3,2332,1662
1503,Ġlove,2330,105
1811,Oh,2324,0
1813,Ġeverything,2324,19
1817,Ġmatter,2319,12
1818,Ġservices,2314,3
1821,Ġsays,2309,270
1825,Ġprobably,2306,10
1784,ĠAfter,2305,2
1839,Ġisn,2289,72
67,_,2280,4
1849,Ġfelt,2271,9
1734,Ġpoor,2270,32
1852,Ġidea,2268,7
1674,Ġmind,2266,0
1848,Ġfederal,2260,0
1763,Ġ[,2257,2
1786,Ġmoment,2254,5
1854,Ġservice,2254,39
1857,ĠThese,2254,179
1776,Ġage,2253,48
1846,Ġtry,2251,12
1728,Ġsoon,2250,5
1850,Ġbeach,2238,889
1874,Ġdata,2223,6
1742,Ġamong,2206,60
1654,Ġfield,2201,1132
1192,Ġwatch,2199,280
1864,Ġriver,2192,259
69,a,2190,214
1778,Ġnational,2188,32
1882,Ġlady,2187,3486
1743,Ġdeath,2186,7
1705,Ġpast,2179,87
1891,Ġcannot,2179,59
1824,Ġnice,2172,74
1898,Ġinside,2165,399
1397,Ġtalk,2159,24
1904,Ġriding,2152,840
1905,Ġbrought,2148,2
1917,Ġtrying,2134,166
1831,ĠYork,2132,54
1920,Ġmorning,2126,4
1614,Ġfire,2115,531
1923,Ġcouple,2114,1337
1931,Ġearly,2114,7
1937,Ġusing,2109,262
1880,Ġtable,2106,6470
1808,Ġelse,2104,31
1537,Ġisland,2089,40
1125,Ġwar,2088,29
1921,You,2088,0
1949,Ġcompany,2087,20
1955,Ġplayed,2074,6
1532,ĠJon,2073,0
1957,Ġprograms,2072,4
1950,Ġmakes,2070,10
1675,Ġshort,2067,1222
1221,Ġread,2061,57
1812,Ġpercent,2060,0
1964,Ġleave,2060,9
1960,ĠClinton,2054,3
1430,Ġstay,2047,3
1967,Ġwatching,2046,522
22,2,2041,422
1974,Ġpossible,2037,6
1642,Ġpower,2030,72
1335,Ġfact,2021,2
1903,Ġorder,2020,24
1980,Ġlost,2014,4
1513,Ġlight,2013,3019
851,Ġcall,2002,23
1695,Ġheart,1998,166
1761,Ġcontrol,1996,132
1989,Ġtrue,1992,2
1993,Ġfriends,1985,494
1604,Ġball,1982,2577
1271,Ġwalk,1975,123
1809,Ġclose,1973,1048
2001,Ġlived,1970,0
1940,ĠTo,1966,7
2003,Ġwasn,1966,1
1908,Ġshall,1956,6
2008,Ġvoice,1954,0
19,/,1946,242
2016,Ġwithin,1942,19
1798,Ġpark,1928,527
1231,Ġ5,1926,477
2034,Ġago,1918,1
1981,Ġline,1907,870
2043,Ġdogs,1907,1642
2051,ĠCounty,1899,0
2056,Ġeither,1895,113
1838,Ġ10,1890,206
1805,ĠSo,1888,1
2064,Uh,1886,0
2039,ĠGAO,1876,0
2076,Ġcoming,1873,124
2078,Ġalready,1872,21
1212,Ġlaw,1870,14
2080,Ġmeans,1868,3
1836,Ġlow,1867,130
2083,ĠFrance,1865,3
2033,Ġmillion,1862,0
1464,ĠJapan,1860,1
2042,ĠNational,1859,6
2089,Ġusually,1855,0
2093,Ġwords,1849,171
2095,Ġmiles,1847,0
1670,Ġmain,1843,608
1175,Ġfriend,1841,170
1840,Ġfree,1841,20
2102,Ġgone,1838,13
1174,Ġinterest,1835,6
2106,Ġbecome,1833,0
2107,Ġoffice,1830,140
2103,ĠLSC,1827,0
2113,Ġseems,1827,31
2110,Ġeasy,1821,18
2121,Ġkept,1821,126
2128,ĠFebruary,1817,0
1593,the,1816,61
1822,Ġjob,1816,24
2129,Ġlooks,1815,402
1814,Ġunderstand,1811,0
1049,Ġstart,1809,24
2133,Ġthemselves,1808,2
2134,Ġfeet,1808,700
1240,Ġ4,1804,612
2139,"Ġ,",1804,1895
2144,Ġproblems,1800,4
2112,Ġboat,1799,1653
2099,Ġchurch,1798,85
1579,Ġcertain,1795,1
2090,Ġson,1794,85
1547,Ġweek,1791,0
2124,Ġword,1789,163
760,Ġstand,1788,437
2154,Ġwhether,1788,2
1954,Ġmarket,1787,131
2161,Ġincluding,1781,45
2166,ĠBomba,1775,0
2118,Ġproblem,1770,5
2141,ĠWorld,1768,8
2183,Ġhistory,1764,0
2189,ĠBritish,1756,53
2060,Ġcapital,1755,1
2151,ĠFrench,1754,19
2191,Ġsometimes,1754,4
264,in,1753,228
2157,Ġbody,1753,774
2057,Ġhair,1750,5081
2201,Ġalone,1746,169
2202,Ġstudy,1746,11
2187,Ġtree,1743,1492
2177,Ġlocal,1741,75
1943,Ġbit,1740,94
2209,Ġcosts,1735,0
1079,Ġrest,1734,170
2211,Ġperformance,1733,33
2212,Ġmanagement,1732,1
2171,And,1728,1
2084,ĠEnglish,1727,30
2217,Ġplayer,1726,3396
2219,Ġpopulation,1725,2
1876,Ġcrowd,1724,4785
1387,Ġland,1723,45
2054,Ġhear,1723,32
2222,Ġstood,1720,13
2227,Ġavailable,1715,3
2230,Ġsingle,1713,228
2105,Ġfootball,1709,665
2198,Ġ.,1707,60
2145,Ġdear,1702,4
560,Ġ20,1701,42
2240,Ġabove,1701,996
2242,Ġtried,1700,1
2244,Ġshows,1700,56
2245,Ġbased,1699,3
1916,Ġdark,1698,4660
2204,It,1696,1
2032,Ġround,1693,445
2140,Ġhat,1688,5545
1678,Ġpresent,1681,44
1816,Ġnorth,1680,19
2150,Ġsort,1679,154
1777,Ġsix,1677,280
2259,Ġparty,1677,172
2257,Ġready,1674,255
2267,Ġsleeping,1668,289
1881,Ġmajor,1666,7
1833,Ġbed,1664,1786
2213,Ġbrown,1658,8788
2275,Ġwife,1653,54
1358,Ġplan,1652,25
2285,Ġsomeone,1645,414
1711,Ġsent,1644,2
2288,Ġsite,1643,52
2291,Ġneeded,1642,0
2298,Ġexample,1638,0
2304,Ġinclude,1633,7
1793,Ġsupport,1629,20
2270,Ġyellow,1629,8082
2308,Ġworked,1629,7
2313,ĠTommy,1624,2
598,ĠSt,1620,43
1963,Ġquestion,1615,4
2326,Ġwouldn,1615,1
2120,Ġhorse,1611,4508
2265,Ġhope,1609,6
2343,Ġseries,1608,65
2337,ĠMany,1606,1220
2347,Ġreceived,1605,0
2348,ĠTexas,1605,12
1408,Ġreport,1604,1
2338,Ġagencies,1604,0
1565,Ġview,1602,691
1686,Ġwall,1602,1801
2350,ĠJanuary,1602,1
2354,Ġpicture,1599,2340
1867,Ġdeal,1598,0
2357,Ġcouldn,1596,0
2358,Ġhowever,1594,0
2108,Ġpopular,1592,3
2224,Ġpaper,1592,978
2332,Ġask,1592,2
2362,Ġolder,1590,1574
2364,Ġvillage,1589,9
2371,Ġnamed,1584,51
2372,Ġprovide,1584,0
2123,Ġten,1582,123
2037,Ġgrass,1581,1684
1098,Ġturn,1580,66
2221,ĠCongress,1580,0
2376,Ġcomes,1580,2
2379,Ġchanges,1578,3
2388,Ġhappy,1570,139
2389,Ġdressed,1570,716
1722,Ġprocess,1568,8
2395,Ġeating,1565,1462
2390,Ġliving,1563,174
2400,Ġlonger,1559,86
1719,Ġnews,1557,34
2356,Ġfine,1555,18
2406,Ġactually,1553,9
2232,ĠSan,1551,8
2413,Ġhours,1546,2
2416,ĠTuppence,1543,0
2417,Ġagency,1536,0
2415,Ġworks,1535,42
2424,Ġconsidered,1535,0
1421,ĠHow,1533,1
2207,Ġdistrict,1533,1
2422,Ġdepartment,1533,22
1388,Ġ6,1523,304
2035,Ġmail,1522,25
2429,Ġ-,1519,34
2447,Ġherself,1519,32
21,1,1518,421
2450,ĠBessie,1515,0
1483,Ġstop,1514,341
2451,Ġplays,1513,67
2281,Ġran,1512,2
2384,Ġremember,1512,2
2453,Ġtrees,1512,1611
2296,Ġmembers,1511,433
2455,Ġworkers,1511,997
1978,Ġreason,1504,0
2334,ĠNow,1503,1
2458,Ġbaby,1500,2808
1317,Ġsit,1499,54
2469,Ġhappened,1499,0
2470,Ġbeautiful,1499,235
1360,Ġdress,1498,2694
2088,Ġbring,1498,0
2471,Yeah,1498,0
1687,Ġrock,1497,700
1815,Ġsnow,1496,1283
2336,.',1495,3
2478,Ġmonths,1490,0
2479,Well,1489,0
1339,Ġform,1488,38
2483,Ġguy,1487,6884
37,A,1485,111
2167,Ġsouth,1481,17
2482,Ġtoday,1481,1
2065,ĠAct,1480,2
2316,Ġhuman,1479,80
2418,Ġhusband,1475,30
2496,Ġmyself,1475,1
2468,ĠJane,1474,4
2497,Ġmoved,1474,7
1956,Ġspeak,1471,0
2430,ĠSir,1470,0
2499,Ġfinancial,1470,0
2506,Ġtakes,1466,12
2512,Ġallowed,1465,3
2464,ĠYes,1463,2
2516,Ġlocated,1462,57
2505,Ġregion,1461,3
2518,Ġstands,1461,343
2481,Ġones,1459,127
2521,Ġfuture,1459,6
2522,Ġanyone,1458,16
1858,Ġcurrent,1457,3
2438,Ġdecided,1457,1
2525,ĠJuly,1457,2
2392,Ġbuy,1455,27
1893,ĠBen,1452,2
2117,Ġhundred,1452,1
2492,ĠMost,1451,17
1873,ĠHer,1449,6
1526,ĠDo,1448,4
2534,Ġbooks,1446,407
2542,Ġpassed,1446,7
2537,Ġhaven,1443,0
2517,Ġlate,1442,8
2247,born,1437,6
2511,Ġcenter,1437,301
1760,Ġcut,1436,1209
2433,ĠHouse,1436,5
2476,Ġsummer,1436,92
65,],1431,23
2488,Ġfinal,1431,1
2526,ĠTHE,1431,1136
2561,Ġbike,1429,3222
2520,Ġchance,1424,1
2459,ĠPresident,1422,5
1180,Ġart,1421,217
1485,Ġhour,1420,13
2070,but,1420,2
2477,ĠCity,1420,40
2109,Ġyes,1418,4
2581,Ġminutes,1415,6
2583,Ġneeds,1414,8
2586,Ġsaving,1412,0
2588,Ġwritten,1411,143
2445,Ġfell,1408,8
2594,Ġissues,1408,2
1041,Ġhold,1405,130
1767,ĠMay,1404,1
2148,ĠWith,1403,8
2600,Ġgoes,1401,14
1782,Ġsat,1396,109
2609,ĠAmerica,1393,28
2087,Ġband,1392,1315
2549,Ġtrain,1392,1997
2616,Ġdollars,1389,1
2622,Ġ2020,1387,0
2593,Ġfloor,1386,862
2624,Ġchanged,1385,2
2328,Ġeat,1384,178
1780,Ġvisit,1383,0
2607,Ġmiddle,1382,1629
2005,Ġclear,1381,451
2631,Ġtelevision,1380,183
2635,Ġmember,1378,117
2642,ĠNovember,1375,2
2639,Ġwish,1370,3
1530,Ġhot,1369,827
2004,ĠBart,1366,1
2258,Ġamount,1365,96
1011,Ġseem,1364,4
2501,Ġseason,1364,3
2634,Ġprivate,1363,7
2601,Ġtype,1362,172
2650,Ġcompletely,1361,141
2648,Ġpiece,1357,2053
2655,Ġrate,1355,1
2656,Ġfollowing,1354,96
2239,Ġhealth,1351,2
2660,Ġsits,1351,412
2602,Ġcomputer,1346,1207
2659,Ġinteresting,1346,24
2383,ĠGod,1345,3
2665,Ġcreated,1345,1
2666,ĠUniversity,1344,15
2664,Ġswimming,1343,264
2007,Ġ12,1342,266
2439,Ġsea,1342,120
2673,Ġbenefits,1340,0
1723,Ġmeet,1336,18
2465,Ġstuff,1334,359
2541,ĠTom,1334,2
2680,Ġplaces,1333,15
2681,Ġdue,1332,3
2069,Ġstrong,1331,9
2502,ĠSouth,1328,34
2111,ĠWar,1327,32
2684,Ġvalue,1326,0
2309,ĠIndian,1323,248
2690,ĠOctober,1323,1
2283,ĠBy,1317,5
1588,Ġ8,1314,270
2570,Ġgeneral,1314,1
2698,Ġwaiting,1314,189
2317,ĠCa,1313,3
1635,Ġtax,1311,7
2703,Ġareas,1310,9
1612,ĠMan,1308,2378
2707,Ġorganizations,1308,0
2708,Ġanalysis,1308,0
2126,ĠKing,1307,5
2702,But,1307,0
2709,Ġtoward,1306,194
1735,Ġsound,1305,34
2398,Ġdead,1303,110
2718,Ġ2021,1300,0
2720,Ġwrote,1297,3
2500,Ġformer,1296,4
2724,ĠApril,1294,1
2726,Ġlikely,1293,6
2727,Ġcried,1291,0
2730,Ġsystems,1289,1
2731,Ġanswered,1289,0
2346,Ġperiod,1287,56
2733,ĠSeptember,1286,0
2735,ĠHowever,1284,0
2736,Ġtwenty,1284,10
2446,Ġboard,1283,1367
1623,Ġenjoy,1282,2
2628,Ġwrong,1282,10
1897,Ġ15,1281,67
2715,ĠTV,1281,207
2742,Ġspoke,1281,1
2743,Ġcovered,1280,634
2295,Ġpresident,1278,9
2745,Ġattention,1277,26
2752,Ġcommunity,1272,28
2754,Ġtowards,1271,431
2755,Ġsaying,1271,17
2741,ĠJames,1270,3
1455,Ġfun,1268,14
2683,aan,1268,1
2748,Ġletter,1267,65
2764,Ġlanguage,1265,13
2761,Ġclothes,1264,1400
2072,Ġlevel,1262,47
1716,Ġsun,1260,264
2760,Ġresults,1258,0
2772,Ġgets,1258,11
2770,ĠFrom,1256,2
2771,ĠDavid,1256,1
2595,Ġstation,1255,209
2779,Ġpolitical,1253,14
285,Ġm,1252,184
2781,Ġeveryone,1252,95
2359,ĠOh,1250,1
1862,Ġfight,1248,17
2788,Ġinstead,1243,6
2756,Ġtill,1235,2
2041,ĠDon,1233,56
2768,Ġfamous,1232,1
2808,Ġrequired,1231,0
1189,Ġmet,1228,18
2322,Ġworth,1227,1
2617,ĠNorth,1227,10
2811,Ġlives,1227,0
2812,Ġreleased,1225,0
2780,ĠStreet,1223,73
2816,Ġreturned,1223,0
2670,Ġmodern,1219,56
2738,Ġposition,1219,108
2769,Ġstates,1218,2
2797,Ġrace,1218,271
2806,Ġaren,1215,5
2825,ĠJune,1215,1
1924,ĠNot,1214,40
2657,Ġcold,1214,64
2827,Ġparents,1214,150
2636,Ġled,1213,25
2829,Ġoutdoors,1213,165
411,ĠD,1212,122
2838,Ġreading,1210,208
2839,Ġreached,1208,3
2842,Ġinvolved,1208,1
2011,Ġmove,1207,17
2844,Ġrules,1207,3
2845,ĠLegal,1206,1
2807,ĠState,1204,13
2833,Ġwindow,1202,1318
2854,Ġstage,1202,363
2857,ĠJapanese,1202,134
1554,Ġ7,1201,399
2861,What,1200,0
2864,Ġcases,1200,30
2849,Yes,1198,0
2869,Ġfollowed,1198,12
2696,ĠWhite,1197,835
1429,Ġeffect,1195,0
2848,Ġtrouble,1192,1
1615,Ġdesign,1190,165
2879,Ġsecurity,1190,65
2881,Ġmarried,1188,36
2882,Ġtechnology,1188,7
2886,Ġespecially,1185,2
2640,Ġpool,1184,395
2672,Ġcourt,1183,231
2853,ĠMarch,1183,1
2674,ĠAugust,1182,0
1113,Ġ18,1181,50
2890,Ġthird,1181,337
2896,ĠMaggie,1180,0
2898,Ġdaughter,1179,78
2872,Ġweather,1177,51
2900,Ġincrease,1177,2
2905,Ġcollege,1176,70
2647,Ġsimilar,1175,152
1559,Ġresult,1170,0
2493,Ġcommon,1170,2
2914,Ġjumping,1169,367
2826,Ġtotal,1168,11
2712,Ġglad,1167,1
1975,Ġlay,1166,15
2805,Ġeast,1166,45
2893,ĠFederal,1166,0
2908,ĠEngland,1163,2
2922,Ġitself,1163,120
2858,",'",1160,0
284,or,1159,121
2936,Ġquickly,1157,3
2939,Ġarms,1155,1854
2942,Ġsense,1153,1
2182,Ġstore,1150,346
2952,Ġincluded,1150,2
2555,Ġmuseum,1149,18
2894,Ġfish,1149,483
2955,Ġokay,1147,18
2957,ĠIndia,1147,10
628,Ġper,1146,35
2950,Ġorganization,1146,1
2962,ĠCalifornia,1144,6
2972,Ġadded,1139,4
