token_id,token_str,text_only_count,image_count
775,Ġlong,7217,2528
878,Ġreally,7206,84
877,Ġtake,7179,77
885,Ġused,7115,169
745,Ġgirl,7068,10133
894,Ġbeing,7002,1497
621,Ġoff,6762,1392
915,Ġplaying,6727,1546
916,'ve,6705,1
887,Ġgot,6702,30
918,Ġsomething,6698,877
907,ĠBut,6696,16
756,Ġday,6610,96
762,Ġnew,6587,81
933,Ġsuch,6478,18
855,Ġeven,6472,12
934,Ġcome,6404,6
943,Ġaround,6376,542
940,Ġstill,6362,92
944,Ġplace,6339,123
825,Ġperson,6333,8559
746,Ġwant,6299,7
951,Ġdidn,6268,6
547,Ġus,6243,2942
862,Ġmay,6191,15
958,Ġwearing,6184,8055
959,Ġthings,6169,237
892,Ġlot,6152,708
963,Ġthese,6148,55
928,Ġwater,6087,3202
966,Ġwent,6068,3
889,Ġgreat,6060,15
971,Ġcame,6029,11
758,Ġsay,6016,21
976,Ġaway,5993,1587
978,Ġchildren,5977,4775
939,Ġhome,5961,202
984,'ll,5956,4
843,Ġdog,5955,5363
989,Ġthree,5940,2599
969,Ġyear,5807,7
1003,Ġcity,5802,567
1006,Ġoutside,5773,586
267,Ġs,5755,311
1010,Ġsame,5727,262
982,Ġmust,5719,28
680,Ġam,5680,30
942,Ġthought,5633,6
1019,Ġsitting,5631,6461
905,Ġfound,5588,6
1031,Ġthose,5586,48
792,Ġdoes,5552,72
1032,Ġwhite,5550,32461
932,Ġsmall,5520,4124
1058,Ġalways,5317,1
1027,Ġblack,5305,27131
937,Ġgroup,5304,13677
1065,Ġanother,5228,3926
1068,'d,5194,4
1026,Ġlast,5189,309
1072,Ġlife,5145,310
922,Ġown,5105,59
1083,Ġanything,5092,27
774,Ġunder,5069,1924
682,Ġpart,5051,1037
1016,Ġuse,5017,42
820,Ġneed,4927,8
1080,Ġmight,4890,6
999,Ġput,4789,33
722,Ġchild,4769,2917
1122,Ġcalled,4765,23
396,th,4730,125
1056,).,4730,7
1074,Ġum,4711,230
742,Ġlook,4695,217
1004,Ġfind,4692,2
1131,Ġthing,4684,735
1129,ĠThat,4679,13
834,ĠMr,4674,20
1136,Ġwomen,4670,5309
1038,Ġhouse,4660,305
1151,Ġbetween,4571,1684
1159,Ġknown,4543,0
1153,Ġeach,4524,433
376,and,4517,99
1161,ĠIf,4514,1
1165,Ġmoney,4506,97
1111,ĠNo,4505,36
1167,Ġnext,4495,5454
1169,Ġinformation,4494,23
991,ĠNew,4473,78
1071,ĠAnd,4462,9
1179,Ġleft,4439,5625
783,Ġevery,4415,7
1164,Ġbest,4404,16
819,Ġagain,4399,22
925,Ġhelp,4398,48
1188,Ġstanding,4393,5772
1185,Ġname,4372,151
1194,ĠAmerican,4370,367
1144,Ġfew,4357,687
986,Ġnear,4331,2933
1150,Ġlarge,4324,5346
1208,Ġtook,4277,2
1210,Ġduring,4259,45
1135,Ġred,4222,19769
1217,Ġblue,4210,22965
1222,Ġboth,4205,459
1097,Ġmean,4203,19
1143,"),",4175,2
69,a,4163,530
1232,ĠPeople,4159,3661
1002,Ġhead,4149,5074
1233,Ġuntil,4144,1
1236,Ġbetter,4129,22
793,Ġhand,4108,5548
1228,"!""",4102,1
1244,Ġnothing,4084,77
1245,Ġasked,4077,0
1190,Ġstate,4075,8
1069,Ġkind,4065,126
1248,Ġ_,4058,2
1215,Ġdifferent,4035,774
1116,Ġtown,4028,34
55,S,4020,305
1257,Ġlooking,4005,3360
1267,Ġagainst,3968,362
1275,Ġdone,3953,10
261,Ġt,3943,2672
1279,Ġarea,3929,617
1268,Ġever,3927,3
1282,Ġwon,3919,5
1289,Ġthough,3871,9
1177,Ġroom,3860,698
1127,Ġstreet,3844,2724
1297,Ġgive,3832,7
832,ĠAn,3818,3716
1300,Ġwithout,3812,872
1195,Ġshirt,3806,28913
1110,Ġtell,3800,6
1301,Ġface,3798,3204
1102,Ġhigh,3781,529
1250,Ġworld,3746,19
1309,ĠUnited,3742,19
1314,Ġlooked,3721,6
1299,Ġgovernment,3710,1
872,ĠAs,3688,12
1322,Ġwalking,3683,1151
1329,Ġonce,3648,4
1162,Ġbig,3643,2057
279,ing,3617,607
1337,Ġtold,3608,0
1313,Ġfront,3606,3843
1148,Ġside,3585,4330
1182,Ġschool,3573,391
1298,Ġsure,3572,8
1347,Ġenough,3572,5
1293,Ġmother,3565,363
1303,Ġalong,3562,191
1345,Ġsaw,3560,74
1352,Ġseen,3547,537
1356,Ġupon,3538,57
1365,ĠWhen,3500,0
1366,Ġhimself,3497,46
1021,Ġend,3492,891
1368,ĠMrs,3468,3
1369,Ġdoing,3467,238
1357,Ġsince,3453,1
1320,Ġcountry,3450,60
1349,ĠHis,3437,8
1256,Ġnight,3422,97
1367,""".",3411,6
1030,Ġcare,3405,27
1384,Ġfamily,3393,841
395,Ġde,3360,33
1396,ĠStates,3356,9
1121,Ġfar,3355,929
798,Ġcar,3354,4209
264,in,3331,438
1400,Ġdoesn,3327,44
1401,ĠWhat,3326,14
582,Ġplay,3317,239
1288,Ġfour,3303,1269
1407,Ġquite,3303,8
1224,ĠSome,3269,698
1417,Ġnumber,3267,1996
1426,Ġeyes,3246,739
1149,Ġhard,3243,640
1037,Ġlet,3240,13
1433,Ġtogether,3232,150
1437,Ġcase,3218,403
912,Ġshow,3199,95
398,Ġ1,3181,656
1214,ĠAt,3168,23
1310,Ġpublic,3138,139
1456,Ġhaving,3115,151
1015,Ġset,3113,381
1457,Ġboys,3111,1866
1155,Ġair,3102,697
1460,Ġknew,3100,0
1295,ĠFor,3053,1
1263,Ġkeep,3050,9
1446,Ġfather,3049,124
1468,Ġbuilding,3048,1685
1474,Ġcourse,3034,58
1476,ĠOne,3031,522
1321,Ġless,3029,190
1484,Ġholding,3011,6142
1486,Ġable,3009,7
585,ĠU,3007,186
1490,Ġrunning,3005,493
1193,Ġsystem,2998,39
281,ed,2987,575
1494,Ġoh,2986,12
1501,Ġheard,2974,8
1157,ĠOn,2973,68
1509,Ġdied,2955,1
1502,Ġimportant,2952,5
1516,Ġworking,2929,135
1451,ĠMy,2889,6
1531,Ġgame,2879,793
1064,Ġprogram,2862,7
1552,Ġgirls,2859,2248
1557,Ġmaking,2842,133
77,i,2836,569
1562,Ġdays,2835,0
1563,Ġ$,2834,12
1569,Ġfive,2828,483
1390,ĠAll,2823,79
1574,Ġkids,2819,1048
1578,Ġbecame,2809,0
1564,Ġlegal,2805,1
1586,Ġgetting,2787,396
1191,Ġreal,2778,81
1591,Ġseveral,2771,1877
1592,Ġalmost,2762,325
1596,Ġtimes,2753,6
1371,ĠJohn,2752,14
1600,Ġbelieve,2748,3
1603,Ġmovie,2740,29
484,Ġ2,2737,1594
1580,Ġhalf,2721,2007
1616,Ġpretty,2711,67
1070,Ġcost,2708,7
1402,Ġopen,2704,1128
1611,Ġoften,2704,0
1625,Ġgave,2685,14
1628,Ġyet,2677,22
1629,Ġtalking,2676,335
1482,Ġbad,2666,110
1632,Ġbegan,2664,0
1198,Ġbook,2662,1128
1439,The,2654,1
1372,Ġteam,2649,1495
1550,Ġlive,2645,20
1386,Ġtop,2639,3743
1211,Ġfeel,2632,1
1645,Ġlater,2622,3
93,y,2619,660
270,er,2601,1179
1643,Ġfull,2599,1501
1534,Ġrule,2597,0
1664,huh,2584,0
1661,ĠThen,2577,1
1610,Ġfood,2573,3146
1673,Ġbehind,2564,5836
1512,000,2563,3
1665,""",",2550,0
1679,Ġwhy,2546,4
902,Ġrun,2532,42
1648,Ġborn,2527,4
1570,Ġhands,2522,3397
1449,Ġbusiness,2520,203
1692,Ġwanted,2517,1
1568,Ġdoor,2512,839
1621,Ġguess,2492,12
1567,Ġsecond,2489,415
1709,Ġbuilt,2488,31
22,2,2482,443
1714,Ġstory,2471,29
1725,Ġheld,2466,640
962,Ġ3,2461,1672
1731,Ġstarted,2454,0
1737,Ġtaken,2444,81
1168,Ġpay,2441,51
1741,Ġgiven,2438,5
1744,ĠThree,2433,4418
323,ly,2430,165
1280,Ġpoint,2421,103
1535,Ġmusic,2421,181
1749,Ġothers,2417,2502
1750,Ġacross,2415,228
1753,Ġleast,2413,189
1745,Ġchange,2407,9
1395,ĠMiss,2401,0
1712,Ġgreen,2399,10629
1768,Ġrather,2393,13
1548,Ġroad,2390,1066
1602,Ġground,2389,827
1771,Ġturned,2389,414
1779,Ġseemed,2384,0
1764,Ġwhole,2383,481
1787,Ġtaking,2374,349
1797,Ġcentury,2356,4
1503,Ġlove,2345,105
67,_,2340,6
1811,Oh,2328,0
411,ĠD,2326,304
1813,Ġeverything,2324,19
1817,Ġmatter,2319,12
1784,ĠAfter,2314,2
1818,Ġservices,2314,3
1821,Ġsays,2309,270
1674,Ġmind,2306,0
1825,Ġprobably,2306,10
1839,Ġisn,2289,72
1734,Ġpoor,2279,32
1849,Ġfelt,2271,9
1763,Ġ[,2268,2
1852,Ġidea,2268,7
1846,Ġtry,2264,12
1854,Ġservice,2263,39
1848,Ġfederal,2260,0
1857,ĠThese,2260,179
1776,Ġage,2258,48
1192,Ġwatch,2254,282
1786,Ġmoment,2254,5
1728,Ġsoon,2250,5
1850,Ġbeach,2250,906
83,o,2247,495
1705,Ġpast,2230,171
1874,Ġdata,2223,6
1778,Ġnational,2222,32
1654,Ġfield,2216,1144
1742,Ġamong,2206,60
1882,Ġlady,2205,3486
1864,Ġriver,2199,259
1743,Ġdeath,2198,7
1397,Ġtalk,2181,27
1891,Ġcannot,2179,59
1614,Ġfire,2177,545
297,ĠT,2173,771
1824,Ġnice,2172,74
1125,Ġwar,2168,31
1898,Ġinside,2165,399
1831,ĠYork,2161,65
360,ĠH,2156,757
598,ĠSt,2154,71
1904,Ġriding,2152,840
1905,Ġbrought,2148,2
1917,Ġtrying,2134,166
1920,Ġmorning,2126,4
348,ĠM,2123,304
1231,Ġ5,2121,488
1880,Ġtable,2121,6475
1923,Ġcouple,2121,1337
1931,Ġearly,2114,7
1675,Ġshort,2113,1228
391,ers,2111,768
1937,Ġusing,2109,262
1808,Ġelse,2104,31
1532,ĠJon,2094,0
1949,Ġcompany,2091,20
1537,Ġisland,2089,40
1921,You,2088,0
1221,Ġread,2085,63
1955,Ġplayed,2074,6
1957,Ġprograms,2072,4
1950,Ġmakes,2070,10
1695,Ġheart,2068,166
334,ĠS,2067,658
1960,ĠClinton,2065,3
1812,Ġpercent,2063,0
1964,Ġleave,2060,9
1642,Ġpower,2056,72
1430,Ġstay,2054,3
1240,Ġ4,2048,622
1967,Ġwatching,2046,522
280,an,2042,113
1974,Ġpossible,2037,6
1604,Ġball,2035,2586
1513,Ġlight,2028,3131
284,or,2026,177
1940,ĠTo,2023,40
374,ĠP,2022,878
1335,Ġfact,2021,2
1903,Ġorder,2020,24
1980,Ġlost,2014,4
851,Ġcall,2006,23
19,/,1998,242
1761,Ġcontrol,1996,132
1271,Ġwalk,1992,127
1989,Ġtrue,1992,2
1993,Ġfriends,1985,494
347,ĠC,1980,330
427,ĠL,1973,598
1809,Ġclose,1973,1048
2001,Ġlived,1970,0
37,A,1968,251
2003,Ġwasn,1966,1
1908,Ġshall,1961,6
2008,Ġvoice,1958,0
1805,ĠSo,1944,18
2016,Ġwithin,1942,19
1798,Ġpark,1938,527
39,C,1936,168
1838,Ġ10,1931,206
1981,Ġline,1921,870
2034,Ġago,1918,1
2043,Ġdogs,1910,1644
2051,ĠCounty,1899,0
286,es,1897,300
1836,Ġlow,1895,130
2056,Ġeither,1895,113
2042,ĠNational,1894,6
2064,Uh,1886,0
1212,Ġlaw,1882,14
276,on,1881,227
2039,ĠGAO,1879,0
2076,Ġcoming,1873,124
2078,Ġalready,1872,21
2080,Ġmeans,1868,3
1464,ĠJapan,1866,1
2083,ĠFrance,1865,3
1593,the,1863,62
568,ĠK,1862,260
2033,Ġmillion,1862,0
21,1,1858,438
1175,Ġfriend,1855,170
2089,Ġusually,1855,0
1840,Ġfree,1852,20
1670,Ġmain,1851,608
2093,Ġwords,1849,171
2095,Ġmiles,1847,0
295,as,1841,464
1174,Ġinterest,1838,6
2102,Ġgone,1838,13
2106,Ġbecome,1833,0
2107,Ġoffice,1833,140
2110,Ġeasy,1829,18
2103,ĠLSC,1827,0
2112,Ġboat,1827,1659
2113,Ġseems,1827,31
1049,Ġstart,1824,24
2090,Ġson,1823,87
2121,Ġkept,1821,126
294,al,1820,442
2128,ĠFebruary,1817,0
1822,Ġjob,1816,24
1814,Ġunderstand,1815,0
2129,Ġlooks,1815,402
760,Ġstand,1810,440
1079,Ġrest,1808,178
2133,Ġthemselves,1808,2
2134,Ġfeet,1808,700
2099,Ġchurch,1807,85
2139,"Ġ,",1804,1895
432,ĠR,1803,316
1954,Ġmarket,1801,131
2144,Ġproblems,1800,4
73,e,1796,297
1547,Ġweek,1796,0
1579,Ġcertain,1795,1
406,ĠF,1792,360
2124,Ġword,1789,163
2154,Ġwhether,1788,2
282,en,1782,148
2161,Ġincluding,1781,45
71,c,1777,255
2141,ĠWorld,1776,8
2166,ĠBomba,1775,0
2118,Ġproblem,1774,5
2057,Ġhair,1765,5097
2060,Ġcapital,1765,1
2183,Ġhistory,1764,0
2151,ĠFrench,1757,19
2171,And,1757,1
2189,ĠBritish,1756,53
2191,Ġsometimes,1754,4
2157,Ġbody,1753,774
2177,Ġlocal,1752,75
1943,Ġbit,1750,94
2187,Ġtree,1747,1492
560,Ġ20,1746,42
2201,Ġalone,1746,169
2202,Ġstudy,1746,11
2209,Ġcosts,1735,0
2211,Ġperformance,1733,33
2212,Ġmanagement,1732,1
1387,Ġland,1731,45
2084,ĠEnglish,1731,30
2054,Ġhear,1729,32
2217,Ġplayer,1726,3396
2219,Ġpopulation,1725,2
1876,Ġcrowd,1724,4785
429,ĠG,1723,262
2105,Ġfootball,1721,681
2222,Ġstood,1720,13
2032,Ġround,1718,449
1916,Ġdark,1717,4660
2198,Ġ.,1717,60
2227,Ġavailable,1715,3
2230,Ġsingle,1713,228
2140,Ġhat,1712,5550
2204,It,1712,1
285,Ġm,1711,343
2145,Ġdear,1710,4
2240,Ġabove,1701,996
2242,Ġtried,1700,1
2244,Ġshows,1700,56
2245,Ġbased,1699,3
1833,Ġbed,1698,1786
273,is,1695,233
1678,Ġpresent,1693,44
420,ĠN,1689,343
1777,Ġsix,1686,280
1816,Ġnorth,1684,19
2150,Ġsort,1683,156
2257,Ġready,1681,257
2259,Ġparty,1677,172
1358,Ġplan,1671,25
277,it,1670,97
1881,Ġmajor,1669,7
2213,Ġbrown,1669,8794
2267,Ġsleeping,1668,289
1388,Ġ6,1661,316
2275,Ġwife,1653,54
1897,Ġ15,1649,68
2232,ĠSan,1646,8
2285,Ġsomeone,1645,414
1711,Ġsent,1644,2
2270,Ġyellow,1643,8087
2288,Ġsite,1643,52
2291,Ġneeded,1642,0
2298,Ġexample,1638,0
2304,Ġinclude,1633,7
1793,Ġsupport,1629,20
2123,Ġten,1629,124
2308,Ġworked,1629,7
1686,Ġwall,1627,1802
2313,ĠTommy,1624,2
1719,Ġnews,1622,41
2120,Ġhorse,1619,4508
1963,Ġquestion,1618,4
2326,Ġwouldn,1615,1
1408,Ġreport,1613,1
2265,Ġhope,1609,6
2337,ĠMany,1609,1220
2338,Ġagencies,1609,0
2343,Ġseries,1608,65
1098,Ġturn,1606,69
1565,Ġview,1605,701
2347,Ġreceived,1605,0
2348,ĠTexas,1605,12
2224,Ġpaper,1603,978
2350,ĠJanuary,1602,1
1867,Ġdeal,1601,0
2332,Ġask,1600,2
2108,Ġpopular,1599,3
2354,Ġpicture,1599,2340
2357,Ġcouldn,1596,0
2358,Ġhowever,1594,0
2037,Ġgrass,1590,1684
2362,Ġolder,1590,1574
2364,Ġvillage,1589,9
2221,ĠCongress,1584,0
2371,Ġnamed,1584,51
2372,Ġprovide,1584,0
2376,Ġcomes,1580,2
2379,Ġchanges,1578,3
1722,Ġprocess,1572,14
2388,Ġhappy,1570,139
2389,Ġdressed,1570,716
2390,Ġliving,1568,186
2395,Ġeating,1565,1462
2400,Ġlonger,1559,86
2356,Ġfine,1555,18
2406,Ġactually,1553,9
1421,ĠHow,1551,1
2413,Ġhours,1546,2
2035,Ġmail,1543,28
2415,Ġworks,1543,42
2416,ĠTuppence,1543,0
2417,Ġagency,1541,0
480,ĠO,1537,269
2422,Ġdepartment,1537,22
2424,Ġconsidered,1535,0
2207,Ġdistrict,1533,1
1815,Ġsnow,1532,1290
1873,ĠHer,1532,9
2429,Ġ-,1531,34
76,h,1529,293
1483,Ġstop,1524,346
2281,Ġran,1520,2
2296,Ġmembers,1519,433
2447,Ġherself,1519,32
65,],1515,23
1339,Ġform,1515,38
1360,Ġdress,1515,2702
2316,Ġhuman,1515,80
2334,ĠNow,1515,1
2450,ĠBessie,1515,0
1893,ĠBen,1514,2
2451,Ġplays,1513,67
2384,Ġremember,1512,2
2453,Ġtrees,1512,1611
1317,Ġsit,1511,58
1760,Ġcut,1511,1387
2455,Ġworkers,1511,997
2458,Ġbaby,1510,2808
1687,Ġrock,1509,700
2012,Ġ16,1509,49
1978,Ġreason,1504,0
2088,Ġbring,1504,0
81,m,1501,166
2469,Ġhappened,1499,0
2470,Ġbeautiful,1499,235
2471,Yeah,1498,0
1526,ĠDo,1495,5
2336,.',1495,3
2430,ĠSir,1492,0
2478,Ġmonths,1490,0
2479,Well,1489,0
82,n,1488,202
2482,Ġtoday,1487,1
2483,Ġguy,1487,6884
2065,ĠAct,1484,2
2167,Ġsouth,1481,17
2418,Ġhusband,1479,30
2468,ĠJane,1478,4
1956,Ġspeak,1476,0
2496,Ġmyself,1475,1
2497,Ġmoved,1474,7
2499,Ġfinancial,1473,0
2481,Ġones,1472,136
2505,Ġregion,1468,3
2392,Ġbuy,1467,27
2247,born,1466,6
2464,ĠYes,1466,2
2506,Ġtakes,1466,12
2512,Ġallowed,1465,3
23,3,1464,128
2516,Ġlocated,1462,57
1782,Ġsat,1461,135
2518,Ġstands,1461,343
663,ĠV,1460,179
2521,Ġfuture,1459,6
2522,Ġanyone,1458,16
1858,Ġcurrent,1457,3
2007,Ġ12,1457,272
2117,Ġhundred,1457,1
2438,Ġdecided,1457,1
2525,ĠJuly,1457,2
2070,but,1454,3
1180,Ġart,1453,239
1767,ĠMay,1452,1
2534,Ġbooks,1452,435
2492,ĠMost,1451,17
2488,Ġfinal,1450,1
2537,Ġhaven,1450,0
80,l,1446,250
2526,ĠTHE,1446,1145
2542,Ġpassed,1446,7
2433,ĠHouse,1444,5
290,Ġd,1442,290
2087,Ġband,1442,1370
2477,ĠCity,1442,40
2511,Ġcenter,1442,301
2517,Ġlate,1442,8
2476,Ġsummer,1440,93
2109,Ġyes,1431,4
2561,Ġbike,1429,3222
1485,Ġhour,1428,28
2520,Ġchance,1424,1
2459,ĠPresident,1422,5
38,B,1418,116
2445,Ġfell,1418,10
1041,Ġhold,1417,140
2581,Ġminutes,1415,6
2583,Ġneeds,1414,8
386,ĠW,1413,254
2549,Ġtrain,1413,2003
2586,Ġsaving,1412,0
2148,ĠWith,1411,8
2588,Ġwritten,1411,143
2594,Ġissues,1408,2
1612,ĠMan,1406,2378
2600,Ġgoes,1401,14
2328,Ġeat,1397,185
2607,Ġmiddle,1394,1629
2609,ĠAmerica,1393,28
2005,Ġclear,1391,451
2004,ĠBart,1389,1
2616,Ġdollars,1389,1
1780,Ġvisit,1387,0
2622,Ġ2020,1387,0
2593,Ġfloor,1386,862
2624,Ġchanged,1385,2
88,t,1383,385
2383,ĠGod,1383,4
2317,ĠCa,1381,3
2631,Ġtelevision,1380,183
2541,ĠTom,1379,8
2635,Ġmember,1378,117
1530,Ġhot,1377,827
1588,Ġ8,1377,271
2639,Ġwish,1377,5
2642,ĠNovember,1375,2
72,d,1373,188
2258,Ġamount,1373,96
2601,Ġtype,1373,181
2501,Ġseason,1370,8
40,D,1367,201
1011,Ġseem,1367,4
2239,Ġhealth,1366,2
272,at,1364,337
2634,Ġprivate,1363,7
2648,Ġpiece,1362,2053
1716,Ġsun,1361,290
2650,Ġcompletely,1361,141
2439,Ġsea,1357,120
460,os,1356,253
2111,ĠWar,1356,32
2655,Ġrate,1355,1
319,Ġre,1354,33
2656,Ġfollowing,1354,96
2602,Ġcomputer,1353,1207
2659,Ġinteresting,1352,25
2660,Ġsits,1351,412
298,le,1349,462
1554,Ġ7,1349,410
1766,Ġ17,1346,33
2664,Ġswimming,1346,264
2665,Ġcreated,1345,1
456,ĠE,1344,167
2069,Ġstrong,1344,9
2666,ĠUniversity,1344,15
2465,Ġstuff,1343,361
2673,Ġbenefits,1340,0
1723,Ġmeet,1339,18
400,us,1336,124
628,Ġper,1336,58
2502,ĠSouth,1335,34
1635,Ġtax,1333,7
2680,Ġplaces,1333,15
2681,Ġdue,1332,3
2684,Ġvalue,1330,0
2309,ĠIndian,1329,248
2041,ĠDon,1327,61
2283,ĠBy,1326,5
49,M,1325,140
89,u,1324,119
2690,ĠOctober,1323,1
2398,Ġdead,1321,110
1735,Ġsound,1319,34
2570,Ġgeneral,1319,1
2126,ĠKing,1315,7
2628,Ġwrong,1314,10
2698,Ġwaiting,1314,189
880,man,1311,155
70,b,1310,238
2702,But,1310,0
2703,Ġareas,1310,9
2707,Ġorganizations,1308,0
2708,Ġanalysis,1308,0
2709,Ġtoward,1306,194
2718,Ġ2021,1300,0
2346,Ġperiod,1299,57
2720,Ġwrote,1297,3
2500,Ġformer,1296,4
2724,ĠApril,1294,1
2726,Ġlikely,1293,6
1455,Ġfun,1291,22
2727,Ġcried,1291,0
292,ar,1289,123
2730,Ġsystems,1289,1
2731,Ġanswered,1289,0
2446,Ġboard,1286,1367
2733,ĠSeptember,1286,0
1623,Ġenjoy,1285,2
2295,Ġpresident,1285,9
2715,ĠTV,1285,207
2735,ĠHowever,1284,0
2736,Ġtwenty,1284,10
2359,ĠOh,1283,2
2683,aan,1282,1
2741,ĠJames,1281,4
2742,Ġspoke,1281,1
435,ĠJ,1280,179
2743,Ġcovered,1280,634
2745,Ġattention,1277,26
1189,Ġmet,1274,18
2748,Ġletter,1274,149
2752,Ġcommunity,1272,28
2754,Ġtowards,1271,431
2755,Ġsaying,1271,17
2072,Ġlevel,1268,47
2617,ĠNorth,1267,10
2760,Ġresults,1267,0
2761,Ġclothes,1267,1425
2764,Ġlanguage,1265,13
2595,Ġstation,1264,209
2770,ĠFrom,1260,2
79,k,1259,265
2771,ĠDavid,1259,1
2772,Ġgets,1258,11
25,5,1253,30
433,ist,1253,87
2779,Ġpolitical,1253,14
2781,Ġeveryone,1252,95
302,ic,1249,178
1862,Ġfight,1248,17
1924,ĠNot,1245,42
2788,Ġinstead,1243,6
2322,Ġworth,1240,1
2756,Ġtill,1240,2
2797,Ġrace,1234,288
2768,Ġfamous,1232,1
2808,Ġrequired,1231,0
2670,Ġmodern,1229,56
343,am,1227,134
2811,Ġlives,1227,0
2780,ĠStreet,1226,73
2812,Ġreleased,1225,0
287,Ġp,1224,518
2463,Ġ14,1224,53
2636,Ġled,1223,39
2816,Ġreturned,1223,0
56,T,1222,779
2657,Ġcold,1222,64
2672,Ġcourt,1221,231
2769,Ġstates,1221,2
2696,ĠWhite,1219,835
2738,Ġposition,1219,108
1615,Ġdesign,1215,165
2806,Ġaren,1215,5
2825,ĠJune,1215,1
2827,Ġparents,1214,150
2829,Ġoutdoors,1213,165
2833,Ġwindow,1211,1319
2640,Ġpool,1210,398
2838,Ġreading,1210,208
626,ia,1209,69
2839,Ġreached,1208,3
2842,Ġinvolved,1208,1
2011,Ġmove,1207,17
2844,Ġrules,1207,3
